,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
0,37510,37518,4.2201009553333995,11.0,144.0,13.0,0.0,1
1,37596,37602,4.25318824511263,14.0,532.0,33.0,0.0,1
2,41374,41378,2.8699952805266804,8.0,81.0,10.0,0.0,1
3,32958,32966,5.32434022085387,15.0,256.0,17.0,0.0,1
4,193493,31891,0.0,0.0,12.0,7.0,0.0,0
5,118085,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
6,43276,43283,2.48533973823845,4.0,25.0,6.0,1.0,1
7,42867,42872,7.25731535758832,24.0,625.0,26.0,0.0,1
8,39747,39749,4.45671786674266,12.0,169.0,14.0,1.0,1
9,81820,31891,0.0,0.0,21.0,10.0,0.0,0
10,57026,31892,0.233075271708509,1.0,6798.0,168.0,0.0,0
11,38004,38015,4.67845494301536,12.0,169.0,14.0,0.0,1
12,42862,42876,7.25731535758832,24.0,625.0,26.0,0.0,1
13,49683,31891,0.0,0.0,105.0,38.0,0.0,0
14,76394,31892,0.239556115747019,1.0,396.0,71.0,0.0,0
15,40197,40198,2.16404256133344,3.0,16.0,5.0,0.0,1
16,39755,39756,4.45671786674266,12.0,169.0,14.0,0.0,1
17,169293,31891,0.0,0.0,9.0,6.0,0.0,0
18,196074,31891,0.0,0.0,198.0,69.0,0.0,0
19,45659,31892,0.0,0.0,396.0,72.0,0.0,0
20,143431,31891,0.0,0.0,192.0,67.0,0.0,0
21,32965,32966,5.32434022085387,15.0,256.0,17.0,0.0,1
22,94169,31891,0.0,0.0,72.0,27.0,0.0,0
23,42074,42080,3.43749499882735,11.0,1128.0,95.0,0.0,1
24,41203,41209,5.67012554477531,18.0,361.0,20.0,0.0,1
25,42697,43185,2.25339602897971,7.0,2492.0,110.0,0.0,1
26,175361,31892,0.533570219542225,2.0,1848.0,92.0,0.0,0
27,109831,31891,0.0,0.0,69.0,26.0,0.0,0
28,32960,32972,5.32434022085387,15.0,256.0,17.0,0.0,1
29,40012,41204,4.11521749219786,11.0,3360.0,107.0,0.0,1
30,36135,36138,5.051744202875111,12.0,442.0,35.0,0.0,1
31,38663,38667,2.4738427563829704,6.0,49.0,8.0,1.0,1
32,41830,41838,5.55879699412066,17.0,324.0,19.0,0.0,1
33,124899,31891,0.0,0.0,24.0,11.0,0.0,0
34,159711,31891,0.0,0.0,18.0,9.0,0.0,0
35,160336,31892,0.0,0.0,1452.0,88.0,0.0,0
36,124899,31892,0.531245729312505,2.0,528.0,72.0,0.0,0
37,59871,31892,0.169494474237384,1.0,1320.0,85.0,0.0,0
38,37223,37228,2.48533973823845,4.0,25.0,6.0,0.0,1
39,42773,42774,0.5417526242894871,2.0,78.0,27.0,0.0,1
40,36714,36717,3.8532790369159597,9.0,100.0,11.0,0.0,1
41,128024,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
42,176330,31892,0.0,0.0,1584.0,90.0,0.0,0
43,43877,43882,3.24122574611399,11.0,276.0,24.0,0.0,1
44,111301,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
45,109819,31891,0.0,0.0,69.0,26.0,0.0,0
46,201143,31891,0.0,0.0,24.0,11.0,0.0,0
47,198920,31891,0.0,0.0,30.0,13.0,0.0,0
48,38002,38004,4.67845494301536,12.0,169.0,14.0,0.0,1
49,44802,44803,6.647527702719951,17.0,324.0,19.0,0.0,1
50,232828,31892,0.232338493574117,1.0,396.0,71.0,0.0,0
51,225691,31891,0.0,0.0,27.0,12.0,0.0,0
52,109826,31891,0.0,0.0,126.0,45.0,0.0,0
53,180691,31891,0.0,0.0,36.0,15.0,0.0,0
54,191941,31892,1.09480540890609,4.0,990.0,77.0,0.0,0
55,38160,38166,4.15089991748027,11.0,144.0,13.0,0.0,1
56,38006,38012,4.67845494301536,12.0,169.0,14.0,0.0,1
57,141155,31891,0.0,0.0,39.0,16.0,0.0,0
58,44150,44156,5.1505779401878495,15.0,256.0,17.0,0.0,1
59,49735,31891,0.0,0.0,153.0,54.0,0.0,0
60,39756,39758,4.53592164471413,12.0,325.0,26.0,0.0,1
61,250706,31891,0.0,0.0,42.0,17.0,0.0,0
62,34522,34523,3.0992506664930697,5.0,42.0,8.0,0.0,1
63,43953,43954,1.27976691575222,3.0,1368.0,71.0,0.0,1
64,77628,31892,1.09480540890609,4.0,1584.0,86.0,0.0,0
65,40666,40668,2.16404256133344,3.0,16.0,5.0,0.0,1
66,39226,39228,0.0,0.0,194.0,195.0,0.0,1
67,212217,31891,0.0,0.0,81.0,30.0,0.0,0
68,145765,31891,0.0,0.0,12.0,7.0,0.0,0
69,141156,31891,0.0,0.0,39.0,16.0,0.0,0
70,42867,42879,7.25731535758832,24.0,625.0,26.0,0.0,1
71,41826,41828,5.58584426147805,17.0,414.0,24.0,0.0,1
72,34563,34566,1.44269504088896,1.0,4.0,3.0,1.0,1
73,118093,31892,0.169494474237384,1.0,3300.0,115.0,0.0,0
74,146770,31891,0.0,0.0,9.0,6.0,0.0,0
75,42862,42869,7.25731535758832,24.0,625.0,26.0,0.0,1
76,37553,37555,2.16404256133344,3.0,16.0,5.0,0.0,1
77,34466,34926,2.93876108491761,6.0,9840.0,625.0,0.0,1
78,37881,41652,2.18115221347592,3.0,2397.0,95.0,0.0,1
79,209293,31892,0.294014103795206,1.0,726.0,76.0,0.0,0
80,32962,32963,5.32434022085387,15.0,256.0,17.0,0.0,1
81,59544,31891,0.0,0.0,45.0,18.0,0.0,0
82,42645,42649,2.7447839359537296,6.0,252.0,26.0,0.0,1
83,88379,31892,0.477584555383948,2.0,1650.0,89.0,0.0,0
84,37514,37515,4.38496980404069,11.0,540.0,37.0,0.0,1
85,39750,39751,4.45671786674266,12.0,169.0,14.0,0.0,1
86,42031,42034,3.90865033712927,9.0,100.0,11.0,0.0,1
87,43326,43328,1.82047845325367,2.0,9.0,4.0,0.0,1
88,169295,31892,0.169494474237384,1.0,198.0,68.0,0.0,0
89,269893,31892,1.09480540890609,4.0,990.0,77.0,0.0,0
90,37746,37749,3.6028696846181805,8.0,81.0,10.0,0.0,1
91,35879,35883,3.08096331182837,7.0,64.0,9.0,0.0,1
92,242015,31892,0.0,0.0,396.0,72.0,0.0,0
93,90334,31891,0.0,0.0,57.0,22.0,0.0,0
94,61604,31891,0.0,0.0,15.0,8.0,0.0,0
95,204984,31891,0.23868315209103,1.0,9.0,5.0,0.0,0
96,212221,31891,0.0,0.0,81.0,30.0,0.0,0
97,37518,37523,4.2201009553333995,11.0,144.0,13.0,0.0,1
98,211710,31891,0.0,0.0,54.0,21.0,0.0,0
99,229461,31891,0.0,0.0,15.0,8.0,0.0,0
100,238506,31892,0.239556115747019,1.0,1188.0,83.0,0.0,0
101,106236,31891,0.0,0.0,75.0,28.0,0.0,0
102,195023,31891,0.0,0.0,24.0,11.0,0.0,0
103,100456,31891,0.0,0.0,237.0,82.0,0.0,0
104,32964,32972,5.32434022085387,15.0,256.0,17.0,0.0,1
105,37402,37416,5.38139958364609,16.0,697.0,42.0,0.0,1
106,43519,43522,1.82047845325367,2.0,9.0,4.0,1.0,1
107,44147,44152,5.1505779401878495,15.0,256.0,17.0,0.0,1
108,42455,42458,1.82047845325367,2.0,9.0,4.0,0.0,1
109,41207,41213,5.67012554477531,18.0,361.0,20.0,0.0,1
110,243053,31891,0.0,0.0,39.0,16.0,0.0,0
111,44203,44205,1.42413756899659,2.0,9.0,4.0,1.0,1
112,44203,44205,1.42413756899659,2.0,9.0,4.0,1.0,1
113,109827,31891,0.0,0.0,69.0,26.0,0.0,0
114,182284,31891,0.0,0.0,30.0,13.0,0.0,0
115,179378,31891,0.0,0.0,9.0,6.0,0.0,0
116,111473,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
117,45664,31891,0.267546386419054,1.0,72.0,26.0,0.0,0
118,147951,31891,0.23868315209103,1.0,48.0,18.0,0.0,0
119,41930,41936,2.4424543035564596,6.0,217.0,32.0,0.0,1
120,32129,32130,2.33078647317019,5.0,60.0,11.0,0.0,1
121,148319,31891,0.0,0.0,81.0,30.0,0.0,0
122,69694,31892,0.254334778144042,1.0,3960.0,125.0,0.0,0
123,180686,31891,0.0,0.0,21.0,10.0,0.0,0
124,34431,43289,2.4948610230861097,6.0,220.0,25.0,0.0,1
125,141155,31892,0.31066746727980604,1.0,858.0,78.0,0.0,0
126,36715,36717,3.8532790369159597,9.0,100.0,11.0,0.0,1
127,34428,34433,2.19781300437417,4.0,85.0,18.0,0.587628865979381,1
128,38159,38165,4.207353265600919,11.0,216.0,19.0,0.0,1
129,38229,38233,2.16404256133344,3.0,28.0,8.0,0.0,1
130,249429,31892,0.169494474237384,1.0,264.0,69.0,0.0,0
131,44154,44158,5.26600563860026,15.0,944.0,60.0,0.0,1
132,247563,31892,0.169494474237384,1.0,990.0,80.0,0.0,0
133,40198,40200,2.16404256133344,3.0,16.0,5.0,0.0,1
134,110243,31892,0.169494474237384,1.0,1716.0,91.0,0.0,0
135,38120,38121,2.48533973823845,4.0,25.0,6.0,0.0,1
136,211711,31891,0.0,0.0,54.0,21.0,0.0,0
137,69810,31891,0.0,0.0,57.0,22.0,0.0,0
138,66596,31891,0.0,0.0,36.0,15.0,0.0,0
139,100582,31891,0.0,0.0,75.0,28.0,0.0,0
140,40934,40936,2.48533973823845,4.0,25.0,6.0,0.0,1
141,159712,31892,0.764321001021014,3.0,396.0,69.0,0.0,0
142,54775,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
