,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
150,150,37515,37519,4.32851645592004,11.0,360.0,31.0,0.0,1
283,283,118089,31891,0.0,0.0,120.0,43.0,0.0,0
663,663,138496,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
568,568,77628,31891,0.267546386419054,1.0,72.0,26.0,0.0,0
16,16,32959,32968,5.32434022085387,15.0,256.0,17.0,0.0,1
563,563,32150,32151,2.16404256133344,3.0,16.0,5.0,1.0,1
664,664,229461,31891,0.0,0.0,15.0,8.0,0.0,0
89,89,37889,37891,0.0,0.0,27.0,28.0,0.0,1
186,186,117363,31891,0.0,0.0,9.0,6.0,0.0,0
430,430,34563,34565,1.44269504088896,1.0,4.0,3.0,1.0,1
494,494,113930,31891,0.0,0.0,141.0,50.0,0.0,0
623,623,238502,31891,0.0,0.0,42.0,17.0,0.0,0
443,443,32969,32973,5.32434022085387,15.0,256.0,17.0,0.0,1
508,508,37411,37418,5.29772596784572,16.0,289.0,18.0,0.0,1
585,585,263232,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
25,25,33282,33283,2.56090124495804,5.0,42.0,8.0,0.0,1
211,211,36710,36714,3.8532790369159597,9.0,100.0,11.0,0.0,1
302,302,89489,31891,0.0,0.0,120.0,43.0,0.0,0
90,90,37805,37810,2.178687829395629,4.0,25.0,6.0,1.0,1
153,153,180263,31891,0.0,0.0,54.0,21.0,0.0,0
402,402,35781,35785,1.44269504088896,1.0,4.0,3.0,0.0,1
265,265,35486,35491,4.64291649394233,10.0,121.0,12.0,0.0,1
46,46,37512,37517,4.2201009553333995,11.0,144.0,13.0,0.0,1
169,169,32960,32968,5.32434022085387,15.0,256.0,17.0,0.0,1
510,510,57364,31891,0.0,0.0,195.0,68.0,0.0,0
78,78,153068,31891,0.0,0.0,78.0,29.0,0.0,0
498,498,37402,37411,5.29772596784572,16.0,289.0,18.0,0.0,1
553,553,37410,37420,5.29772596784572,16.0,289.0,18.0,0.0,1
426,426,100456,31891,0.0,0.0,237.0,82.0,0.0,0
202,202,53147,31891,0.0,0.0,705.0,238.0,0.0,0
326,326,37409,37413,5.29772596784572,16.0,289.0,18.0,0.0,1
671,671,176392,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
450,450,36285,36291,2.35259608610734,6.0,252.0,37.0,0.0,1
174,174,36705,36711,3.8532790369159597,9.0,100.0,11.0,1.0,1
678,678,37749,37750,3.64095690650735,8.0,99.0,12.0,0.0,1
24,24,32958,32963,5.32434022085387,15.0,256.0,17.0,0.0,1
115,115,239634,31891,0.0,0.0,30.0,13.0,0.0,0
560,560,36400,36404,1.82047845325367,2.0,9.0,4.0,1.0,1
562,562,179378,31891,0.0,0.0,9.0,6.0,0.0,0
514,514,37747,37750,3.64095690650735,8.0,99.0,12.0,0.0,1
630,630,35725,36526,3.35783293461977,8.0,730.0,75.0,0.0,1
446,446,76393,31891,0.506229538510084,2.0,195.0,66.0,0.0,0
350,350,176395,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
31,31,37514,37517,4.2765543034540485,11.0,216.0,19.0,0.0,1
427,427,87323,31891,0.0,0.0,30.0,13.0,0.0,0
321,321,141162,31891,0.0,0.0,39.0,16.0,0.0,0
94,94,81818,31891,0.0,0.0,30.0,13.0,0.0,0
114,114,274241,31891,0.0,0.0,57.0,22.0,0.0,0
476,476,34565,34566,1.44269504088896,1.0,4.0,3.0,0.0,1
311,311,35373,35376,1.16210987537854,2.0,18.0,7.0,0.602996254681648,1
517,517,59871,31891,0.0,0.0,60.0,23.0,0.0,0
131,131,36710,36712,3.8532790369159597,9.0,100.0,11.0,0.0,1
17,17,100084,31891,0.506229538510084,2.0,219.0,74.0,0.0,0
428,428,100082,31891,0.23868315209103,1.0,24.0,10.0,0.0,0
292,292,37881,37887,12.8264764613403,37.0,4947.0,111.0,0.0,1
343,343,37741,37747,3.6028696846181805,8.0,81.0,10.0,0.0,1
69,69,37748,37749,3.6028696846181805,8.0,81.0,10.0,0.0,1
277,277,37808,37809,2.34490315064182,4.0,45.0,10.0,0.645933014354067,1
515,515,165376,31891,0.506229538510084,2.0,33.0,12.0,0.0,0
271,271,36457,36459,1.82047845325367,2.0,9.0,4.0,1.0,1
575,575,37510,37511,4.2201009553333995,11.0,144.0,13.0,0.0,1
68,68,32123,32130,2.4191046988122498,5.0,108.0,19.0,0.0,1
262,262,37222,37228,2.48533973823845,4.0,25.0,6.0,0.0,1
647,647,34236,34238,3.0833900542185004,6.0,49.0,8.0,1.0,1
491,491,37596,37601,5.97127512000187,17.0,644.0,34.0,0.0,1
384,384,38007,38010,4.67845494301536,12.0,169.0,14.0,0.0,1
40,40,31891,31892,1.17778561304589,2.0,198.0,67.0,0.0,1
617,617,37597,37598,22.5471649222692,60.0,4554.0,75.0,0.855466916940403,1
596,596,32961,32967,5.32434022085387,15.0,256.0,17.0,0.0,1
579,579,237930,31891,0.0,0.0,24.0,11.0,0.0,0
248,248,34670,34675,1.82047845325367,2.0,261.0,88.0,0.0,1
483,483,41939,31891,0.0,0.0,99.0,36.0,0.0,0
272,272,36457,36459,1.82047845325367,2.0,9.0,4.0,1.0,1
309,309,36708,36711,3.8532790369159597,9.0,100.0,11.0,0.0,1
164,164,37512,37513,4.2201009553333995,11.0,144.0,13.0,0.0,1
122,122,238505,31891,0.0,0.0,42.0,17.0,0.0,0
628,628,35302,35304,1.50749384023369,4.0,25.0,6.0,1.0,1
598,598,239637,31891,0.0,0.0,30.0,13.0,0.0,0
10,10,178786,31891,0.0,0.0,108.0,39.0,0.0,0
297,297,183442,31891,0.0,0.0,81.0,30.0,0.0,0
573,573,35877,35880,3.08096331182837,7.0,64.0,9.0,1.0,1
125,125,48635,31891,0.0,0.0,48.0,19.0,0.0,0
543,543,60807,31891,0.23868315209103,1.0,222.0,76.0,0.0,0
340,340,37394,37411,5.29772596784572,16.0,289.0,18.0,1.0,1
599,599,36709,36717,3.8532790369159597,9.0,100.0,11.0,0.0,1
