,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
0,32958,32959,5.32434022085387,15.0,256.0,17.0,0.0,1
1,34704,34706,0.214434021720702,1.0,4.0,3.0,1.0,1
2,34704,34706,0.214434021720702,1.0,4.0,3.0,1.0,1
3,34875,34877,2.16404256133344,3.0,16.0,5.0,0.0,1
4,35877,35888,3.08096331182837,7.0,64.0,9.0,1.0,1
5,34086,34087,1.82047845325367,2.0,9.0,4.0,1.0,1
6,34086,34087,1.82047845325367,2.0,9.0,4.0,1.0,1
7,140381,31891,0.0,0.0,21.0,10.0,0.0,0
8,35306,35307,2.24292798536879,4.0,2709.0,102.0,0.0,1
9,32127,32130,2.33078647317019,5.0,60.0,11.0,0.0,1
10,178786,31891,0.0,0.0,108.0,39.0,0.0,0
11,277183,31891,0.23868315209103,1.0,6.0,4.0,0.0,0
12,43015,31891,0.0,0.0,27.0,12.0,0.0,0
13,35486,35490,2.22624019224823,5.0,66.0,12.0,0.0,1
14,35877,35879,3.08096331182837,7.0,64.0,9.0,1.0,1
15,35877,35879,3.08096331182837,7.0,64.0,9.0,1.0,1
16,32959,32968,5.32434022085387,15.0,256.0,17.0,0.0,1
17,100084,31891,0.506229538510084,2.0,219.0,74.0,0.0,0
18,60899,31891,0.0,0.0,219.0,76.0,0.0,0
19,60701,31891,0.0,0.0,486.0,165.0,0.0,0
20,60809,31891,0.0,0.0,27.0,12.0,0.0,0
21,240934,31891,0.506229538510084,2.0,33.0,12.0,0.0,0
22,195022,31891,0.0,0.0,45.0,18.0,0.0,0
23,243052,31891,0.0,0.0,24.0,11.0,0.0,0
24,32958,32963,5.32434022085387,15.0,256.0,17.0,0.0,1
25,33282,33283,2.56090124495804,5.0,42.0,8.0,0.0,1
26,109829,31891,0.0,0.0,87.0,32.0,0.0,0
27,180264,31891,0.0,0.0,42.0,17.0,0.0,0
28,37397,37409,5.29772596784572,16.0,289.0,18.0,0.0,1
29,35814,35823,4.820079045926518,15.0,2448.0,154.0,0.0,1
30,35130,35131,1.80156888659634,4.0,225.0,46.0,0.0,1
31,37514,37517,4.2765543034540485,11.0,216.0,19.0,0.0,1
32,138500,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
33,37742,37744,3.6028696846181805,8.0,81.0,10.0,0.0,1
34,66028,31891,0.506229538510084,2.0,114.0,39.0,0.0,0
35,32958,32973,5.32434022085387,15.0,256.0,17.0,0.0,1
36,36288,36292,2.3315497708825497,6.0,196.0,29.0,0.0,1
37,138499,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
38,249430,31891,0.0,0.0,12.0,7.0,0.0,0
39,95297,31891,0.0,0.0,51.0,20.0,0.0,0
40,31891,31892,1.17778561304589,2.0,198.0,67.0,0.0,1
41,141155,31891,0.0,0.0,39.0,16.0,0.0,0
42,37809,37810,2.178687829395629,4.0,25.0,6.0,0.0,1
43,263231,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
44,36712,36714,3.85327903691596,9.0,100.0,11.0,0.0,1
45,36283,36291,2.8012460604149503,7.0,324.0,38.0,0.0,1
46,37512,37517,4.2201009553334,11.0,144.0,13.0,0.0,1
47,37513,37523,4.2201009553334,11.0,144.0,13.0,0.0,1
48,88379,31891,0.0,0.0,75.0,28.0,0.0,0
49,37600,37602,5.07172237427085,17.0,646.0,36.0,0.0,1
50,32154,32155,2.16404256133344,3.0,16.0,5.0,0.0,1
51,148319,31891,0.0,0.0,81.0,30.0,0.0,0
52,37515,37521,4.37027230007964,11.0,480.0,35.0,0.0,1
53,36589,36591,0.0,0.0,1.0,2.0,1.0,1
54,36589,36591,0.0,0.0,1.0,2.0,1.0,1
55,38000,38004,4.67845494301536,12.0,169.0,14.0,1.0,1
56,37599,37601,1.62702575035333,6.0,161.0,24.0,0.0,1
57,37413,37417,5.44322533085745,16.0,2108.0,125.0,0.0,1
58,37514,37518,4.2765543034540485,11.0,216.0,19.0,0.0,1
59,261293,31891,0.0,0.0,15.0,8.0,0.0,0
60,37507,37518,4.2201009553334,11.0,144.0,13.0,1.0,1
61,34236,34240,3.0833900542185004,6.0,49.0,8.0,1.0,1
62,37507,37516,4.2201009553334,11.0,144.0,13.0,1.0,1
63,34238,34239,3.0833900542185004,6.0,49.0,8.0,0.0,1
64,38006,38007,4.67845494301536,12.0,169.0,14.0,0.0,1
65,44990,31891,0.0,0.0,237.0,82.0,0.0,0
66,37512,37514,4.2765543034540485,11.0,216.0,19.0,0.0,1
67,159710,31891,0.267546386419054,1.0,135.0,47.0,0.0,0
68,32123,32130,2.4191046988122498,5.0,108.0,19.0,0.0,1
69,37748,37749,3.6028696846181805,8.0,81.0,10.0,0.0,1
70,159882,31891,0.0,0.0,78.0,29.0,0.0,0
71,164163,31891,0.0,0.0,33.0,14.0,0.0,0
72,34744,34747,2.02624822118569,4.0,70.0,15.0,0.0,1
73,159711,31891,0.0,0.0,18.0,9.0,0.0,0
74,112019,31891,0.0,0.0,120.0,43.0,0.0,0
75,269509,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
76,37510,37516,4.2201009553334,11.0,144.0,13.0,0.0,1
77,243053,31891,0.0,0.0,39.0,16.0,0.0,0
78,153068,31891,0.0,0.0,78.0,29.0,0.0,0
79,176389,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
80,221731,31891,0.0,0.0,24.0,11.0,0.0,0
81,36709,36714,3.85327903691596,9.0,100.0,11.0,0.0,1
82,95298,31891,0.0,0.0,51.0,20.0,0.0,0
83,36709,36716,3.85327903691596,9.0,100.0,11.0,0.0,1
84,35711,35712,4.02703485917629,10.0,231.0,22.0,0.0,1
85,32150,32156,2.16404256133344,3.0,16.0,5.0,1.0,1
86,32956,32972,5.32434022085387,15.0,256.0,17.0,1.0,1
87,201140,31891,0.0,0.0,24.0,11.0,0.0,0
88,80650,31891,0.0,0.0,303.0,104.0,0.0,0
89,37889,37891,0.0,0.0,27.0,28.0,0.0,1
90,37805,37810,2.178687829395629,4.0,25.0,6.0,1.0,1
91,117723,31891,0.0,0.0,105.0,38.0,0.0,0
92,250697,31891,0.0,0.0,42.0,17.0,0.0,0
93,70970,31891,0.0,0.0,24.0,11.0,0.0,0
94,81818,31891,0.0,0.0,30.0,13.0,0.0,0
95,36194,36195,4.88466228327792,10.0,528.0,49.0,0.0,1
96,37598,37600,10.8897105488836,32.0,2346.0,71.0,0.0,1
97,144683,31891,0.0,0.0,69.0,26.0,0.0,0
98,88455,31891,0.0,0.0,57.0,22.0,0.0,0
99,66031,31891,0.506229538510084,2.0,120.0,41.0,0.0,0
100,175361,31891,0.0,0.0,84.0,31.0,0.0,0
101,141151,31891,0.0,0.0,39.0,16.0,0.0,0
102,37510,37514,4.2765543034540485,11.0,216.0,19.0,0.0,1
103,225690,31891,0.0,0.0,27.0,12.0,0.0,0
104,43667,31891,0.0,0.0,27.0,12.0,0.0,0
105,37402,37417,5.44322533085745,16.0,2108.0,125.0,0.0,1
106,34238,34240,3.0833900542185004,6.0,49.0,8.0,0.0,1
107,37410,37417,5.44322533085745,16.0,2108.0,125.0,0.0,1
108,48521,31891,0.0,0.0,141.0,50.0,0.0,0
109,34744,34745,2.02624822118569,4.0,70.0,15.0,0.0,1
110,73287,31891,0.0,0.0,162.0,57.0,0.0,0
111,37747,37748,3.6028696846181805,8.0,81.0,10.0,0.0,1
112,37219,37222,2.48533973823845,4.0,25.0,6.0,1.0,1
113,37219,37222,2.48533973823845,4.0,25.0,6.0,1.0,1
114,274241,31891,0.0,0.0,57.0,22.0,0.0,0
115,239634,31891,0.0,0.0,30.0,13.0,0.0,0
116,70974,31891,0.0,0.0,36.0,15.0,0.0,0
117,43024,31891,0.0,0.0,54.0,21.0,0.0,0
118,64652,31891,0.0,0.0,78.0,29.0,0.0,0
119,141150,31891,0.0,0.0,39.0,16.0,0.0,0
120,36135,36289,2.34807290733163,6.0,238.0,35.0,0.0,1
121,38002,38011,4.67845494301536,12.0,169.0,14.0,0.0,1
122,238505,31891,0.0,0.0,42.0,17.0,0.0,0
123,37397,37410,5.29772596784572,16.0,289.0,18.0,0.0,1
124,37507,37512,4.2201009553334,11.0,144.0,13.0,1.0,1
125,48635,31891,0.0,0.0,48.0,19.0,0.0,0
126,34241,34242,3.0833900542185004,6.0,49.0,8.0,0.0,1
127,35877,35885,3.08096331182837,7.0,64.0,9.0,1.0,1
128,146771,31891,0.0,0.0,27.0,12.0,0.0,0
129,95296,31891,0.0,0.0,51.0,20.0,0.0,0
130,32970,32972,5.32434022085387,15.0,256.0,17.0,0.0,1
131,36710,36712,3.85327903691596,9.0,100.0,11.0,0.0,1
132,236342,31891,0.0,0.0,36.0,15.0,0.0,0
133,35300,35306,2.1053679419881104,4.0,602.0,53.0,0.0,1
134,35264,35265,1.63158674707132,2.0,12.0,5.0,0.0,1
135,37511,37521,4.261856799493,11.0,192.0,17.0,0.0,1
136,108621,31891,0.0,0.0,249.0,86.0,0.0,0
137,38286,31891,0.0,0.0,201.0,70.0,0.0,0
138,34466,34926,2.93876108491761,6.0,9840.0,625.0,0.0,1
139,37515,37523,4.32851645592004,11.0,360.0,31.0,0.0,1
140,261292,31891,0.0,0.0,15.0,8.0,0.0,0
141,258400,31891,0.267546386419054,1.0,39.0,15.0,0.0,0
142,32126,32128,2.33078647317019,5.0,60.0,11.0,1.0,1
143,33282,33288,2.51668896077654,5.0,36.0,7.0,0.0,1
144,85247,31891,0.0,0.0,57.0,22.0,0.0,0
145,182284,31891,0.0,0.0,30.0,13.0,0.0,0
146,35877,35887,3.2089055349266,7.0,136.0,18.0,0.549450549450549,1
147,36240,36241,3.91196664569211,7.0,99.0,13.0,0.0,1
148,66029,31891,0.267546386419054,1.0,150.0,52.0,0.0,0
149,198075,31891,0.0,0.0,12.0,7.0,0.0,0
150,37515,37519,4.32851645592004,11.0,360.0,31.0,0.0,1
151,128026,31891,0.0,0.0,27.0,12.0,0.0,0
152,130765,31891,0.0,0.0,12.0,7.0,0.0,0
153,180263,31891,0.0,0.0,54.0,21.0,0.0,0
154,32123,32129,4.59851421293925,9.0,180.0,19.0,0.0,1
155,35304,35305,1.50749384023369,4.0,25.0,6.0,0.0,1
156,204985,31891,0.23868315209103,1.0,9.0,5.0,0.0,0
157,36241,36242,1.45604136493848,3.0,36.0,10.0,0.0,1
158,38009,38012,4.67845494301536,12.0,169.0,14.0,0.0,1
159,37413,37421,5.29772596784572,16.0,289.0,18.0,0.0,1
160,72900,31891,0.267546386419054,1.0,84.0,30.0,0.0,0
161,35149,35150,0.480898346962988,1.0,14.0,8.0,1.0,1
162,35149,35150,0.480898346962988,1.0,14.0,8.0,1.0,1
163,63661,31891,0.23868315209103,1.0,33.0,13.0,0.0,0
164,37512,37513,4.2201009553334,11.0,144.0,13.0,0.0,1
165,32956,32966,5.32434022085387,15.0,256.0,17.0,1.0,1
166,37516,37521,4.261856799493,11.0,192.0,17.0,0.0,1
167,34881,35307,1.78518160094473,5.0,378.0,64.0,0.0,1
168,99410,31891,0.0,0.0,192.0,67.0,0.0,0
169,32960,32968,5.32434022085387,15.0,256.0,17.0,0.0,1
170,36705,36708,3.85327903691596,9.0,100.0,11.0,1.0,1
171,36705,36708,3.85327903691596,9.0,100.0,11.0,1.0,1
172,100086,31891,0.506229538510084,2.0,177.0,60.0,0.0,0
173,32971,32972,5.41010640333361,15.0,608.0,39.0,0.0,1
174,36705,36711,3.85327903691596,9.0,100.0,11.0,1.0,1
175,35304,35306,1.86295618911845,4.0,215.0,44.0,0.0,1
176,100582,31891,0.0,0.0,75.0,28.0,0.0,0
177,37247,37249,4.37976067793311,9.0,310.0,32.0,0.457337883959044,1
178,48581,31891,0.0,0.0,63.0,24.0,0.0,0
179,176386,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
180,36709,36715,3.85327903691596,9.0,100.0,11.0,0.0,1
181,35884,35887,3.2089055349266,7.0,136.0,18.0,0.0,1
182,176393,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
183,274235,31891,0.0,0.0,57.0,22.0,0.0,0
184,37598,37601,7.28698428412932,21.0,1587.0,71.0,0.0,1
185,226554,31891,0.0,0.0,12.0,7.0,0.0,0
186,117363,31891,0.0,0.0,9.0,6.0,0.0,0
187,236344,31891,0.0,0.0,36.0,15.0,0.0,0
188,163091,31891,0.0,0.0,9.0,6.0,0.0,0
189,269513,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
190,36969,36971,0.0,0.0,4.0,5.0,0.0,1
191,269508,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
192,35300,35302,1.74990559310335,4.0,70.0,15.0,0.5197368421052629,1
193,32965,32971,5.41010640333361,15.0,608.0,39.0,0.0,1
194,269512,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
195,109826,31891,0.0,0.0,126.0,45.0,0.0,0
196,236347,31891,0.0,0.0,36.0,15.0,0.0,0
197,32960,32973,5.32434022085387,15.0,256.0,17.0,0.0,1
198,34236,34243,3.0833900542185004,6.0,49.0,8.0,1.0,1
199,34168,34172,2.16404256133344,3.0,16.0,5.0,0.0,1
200,43668,31891,0.0,0.0,27.0,12.0,0.0,0
201,176385,31891,0.23868315209103,1.0,36.0,14.0,0.0,0
202,53147,31891,0.0,0.0,705.0,238.0,0.0,0
203,37409,37410,5.29772596784572,16.0,289.0,18.0,0.0,1
204,37652,37655,2.63487211058683,5.0,60.0,11.0,0.0,1
205,61608,31891,0.0,0.0,57.0,22.0,0.0,0
206,34088,34089,1.82047845325367,2.0,9.0,4.0,0.0,1
207,138498,31891,0.23868315209103,1.0,21.0,9.0,0.0,0
208,32959,32965,5.32434022085387,15.0,256.0,17.0,0.0,1
209,250698,31891,0.0,0.0,42.0,17.0,0.0,0
210,37413,37416,5.38139958364609,16.0,697.0,42.0,0.0,1
211,36710,36714,3.85327903691596,9.0,100.0,11.0,0.0,1
212,71884,31891,0.0,0.0,36.0,15.0,0.0,0
213,269518,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
214,83319,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
215,88459,31891,0.0,0.0,396.0,135.0,0.0,0
216,32966,32970,5.32434022085387,15.0,256.0,17.0,0.0,1
217,36130,36132,1.82047845325367,2.0,9.0,4.0,0.0,1
218,61609,31891,0.0,0.0,207.0,72.0,0.0,0
219,138247,31891,0.0,0.0,21.0,10.0,0.0,0
220,96573,31891,0.0,0.0,75.0,28.0,0.0,0
221,144684,31891,0.0,0.0,24.0,11.0,0.0,0
222,221840,31891,0.0,0.0,42.0,17.0,0.0,0
223,37599,37600,1.6623762472058,6.0,238.0,35.0,0.0,1
224,162157,31891,0.0,0.0,21.0,10.0,0.0,0
225,258199,31891,0.0,0.0,9.0,6.0,0.0,0
226,34429,34432,1.92943419367932,4.0,25.0,6.0,0.0,1
227,36526,37399,6.026304186615981,18.0,5402.0,129.0,0.2385596399099769,1
228,35717,35721,3.838351365599721,9.0,250.0,26.0,0.0,1
229,37803,37805,2.31912441699225,4.0,40.0,9.0,0.0,1
230,36071,36072,1.82047845325367,2.0,81.0,28.0,0.0,1
231,37805,37806,2.178687829395629,4.0,25.0,6.0,1.0,1
232,37805,37806,2.178687829395629,4.0,25.0,6.0,1.0,1
233,153065,31891,0.0,0.0,78.0,29.0,0.0,0
234,74338,31891,0.0,0.0,84.0,31.0,0.0,0
235,37803,37810,2.31912441699225,4.0,40.0,9.0,0.0,1
236,178961,31891,0.0,0.0,48.0,19.0,0.0,0
237,88450,31891,0.0,0.0,309.0,106.0,0.0,0
238,66032,31891,0.267546386419054,1.0,69.0,25.0,0.0,0
239,269893,31891,0.267546386419054,1.0,45.0,17.0,0.0,0
240,250709,31891,0.0,0.0,42.0,17.0,0.0,0
241,32431,32435,9.3984268163605,17.0,504.0,29.0,0.6823770491803279,1
242,32431,32435,9.3984268163605,17.0,504.0,29.0,0.6823770491803279,1
243,269511,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
244,141154,31891,0.0,0.0,39.0,16.0,0.0,0
245,269515,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
246,59545,31891,0.0,0.0,45.0,18.0,0.0,0
247,171319,31891,0.0,0.0,36.0,15.0,0.0,0
248,34670,34675,1.82047845325367,2.0,261.0,88.0,0.0,1
249,100085,31891,0.23868315209103,1.0,24.0,10.0,0.0,0
250,36709,36710,3.85327903691596,9.0,100.0,11.0,0.0,1
251,33282,33287,2.51668896077654,5.0,36.0,7.0,0.0,1
252,101319,31891,0.0,0.0,165.0,58.0,0.0,0
253,81821,31891,0.0,0.0,21.0,10.0,0.0,0
254,109825,31891,0.0,0.0,69.0,26.0,0.0,0
255,111302,31891,0.0,0.0,69.0,26.0,0.0,0
256,37514,37515,4.38496980404069,11.0,540.0,37.0,0.0,1
257,37394,37410,5.29772596784572,16.0,289.0,18.0,1.0,1
258,81817,31891,0.0,0.0,33.0,14.0,0.0,0
259,35885,35888,3.08096331182837,7.0,64.0,9.0,0.0,1
