,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
0,41205,41213,5.67012554477531,18.0,361.0,20.0,0.0,1
1,181373,31892,0.0,0.0,2706.0,107.0,0.0,0
2,57847,57912,8.93642725117839,32.0,4601.0,118.0,0.0,1
3,87765,31891,0.0,0.0,15.0,8.0,0.0,0
4,46082,59688,5.69322886925026,19.0,640.0,33.0,0.0,1
5,274237,31891,0.0,0.0,57.0,22.0,0.0,0
6,58287,65326,3.43028957539356,8.0,420.0,44.0,0.0,1
7,178795,31892,0.0,0.0,1122.0,83.0,0.0,0
8,242015,31892,0.0,0.0,396.0,72.0,0.0,0
9,67654,67657,1.4863307049560601,4.0,25.0,6.0,0.0,1
10,94658,31892,0.0,0.0,2640.0,106.0,0.0,0
11,118077,31892,0.169494474237384,1.0,1848.0,93.0,0.0,0
12,204816,31892,0.169494474237384,1.0,396.0,71.0,0.0,0
13,42875,42879,7.312360606232799,24.0,1250.0,51.0,0.0,1
14,36711,36716,3.8532790369159597,9.0,100.0,11.0,0.0,1
15,90877,31892,0.0,0.0,924.0,80.0,0.0,0
16,58230,58233,4.90003430414418,13.0,196.0,15.0,0.0,1
17,57879,57886,5.88159635644029,17.0,324.0,19.0,0.0,1
18,204986,31891,0.23868315209103,1.0,12.0,6.0,0.0,0
19,47048,56270,2.9831920069171898,8.0,1464.0,77.0,0.0,1
20,266429,31892,0.0,0.0,660.0,76.0,0.0,0
21,168917,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
22,48570,54892,2.68025711689742,7.0,1200.0,84.0,0.0,1
23,41939,48508,5.57016696983096,17.0,2541.0,93.0,0.234375,1
24,164474,31891,0.0,0.0,36.0,15.0,0.0,0
25,206198,31892,0.0,0.0,528.0,74.0,0.0,0
26,70971,31892,0.232338493574117,1.0,528.0,73.0,0.0,0
27,175441,31892,0.0,0.0,792.0,78.0,0.0,0
28,44990,57361,3.78870772640521,12.0,2844.0,103.0,0.0,1
29,95297,31892,0.169494474237384,1.0,1122.0,82.0,0.0,0
30,41032,41037,3.64095690650735,8.0,126.0,15.0,0.0,1
31,35130,35132,1.83917538082842,4.0,425.0,86.0,0.0,1
32,46089,60357,4.70280207033338,13.0,1946.0,140.0,0.0,1
33,264374,31892,0.0,0.0,924.0,80.0,0.0,0
34,42031,42036,3.90865033712927,9.0,100.0,11.0,0.0,1
35,63654,63657,1.8375687735469801,3.0,24.0,7.0,0.0,1
36,234694,31892,0.0,0.0,264.0,70.0,0.0,0
37,155987,31891,0.0,0.0,15.0,8.0,0.0,0
38,102287,31892,0.0,0.0,858.0,79.0,0.0,0
39,41375,46409,9.44616329491372,35.0,6885.0,163.0,0.0,1
40,181359,31892,0.0,0.0,2706.0,107.0,0.0,0
41,180418,31892,0.0,0.0,1716.0,92.0,0.0,0
42,143429,31892,0.0,0.0,990.0,81.0,0.0,0
43,159712,31892,0.764321001021014,3.0,396.0,69.0,0.0,0
44,43018,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
45,209291,31892,0.294014103795206,1.0,726.0,76.0,0.0,0
46,57358,65569,5.681812343465871,18.0,3440.0,105.0,0.0,1
47,196074,31892,0.0,0.0,4356.0,132.0,0.0,0
48,59004,59007,4.7023026755630895,13.0,196.0,15.0,0.0,1
49,71137,31892,0.0,0.0,330.0,71.0,0.0,0
50,42909,42910,6.10962327195462,13.0,465.0,33.0,0.5660580021482281,1
51,42909,42910,6.10962327195462,13.0,465.0,33.0,0.5660580021482281,1
52,39020,31892,0.0,0.0,10560.0,226.0,0.0,0
53,72457,31892,0.0,0.0,594.0,75.0,0.0,0
54,59639,59642,2.0197286937328003,4.0,25.0,6.0,1.0,1
55,192783,31892,0.0,0.0,396.0,72.0,0.0,0
56,48359,48361,2.48533973823845,4.0,25.0,6.0,1.0,1
57,66028,66038,8.53685488323222,27.0,1330.0,46.0,0.0,1
58,38669,50878,3.6995799739818196,10.0,2541.0,232.0,0.0,1
59,53145,53146,9.08815380687568,26.0,729.0,28.0,1.0,1
60,53145,53146,9.08815380687568,26.0,729.0,28.0,1.0,1
61,217611,31891,0.0,0.0,12.0,7.0,0.0,0
62,118384,31892,0.0,0.0,858.0,79.0,0.0,0
63,46814,46817,2.48533973823845,4.0,25.0,6.0,0.0,1
64,102765,31892,0.0,0.0,858.0,79.0,0.0,0
