,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
0,45326,45328,6.464230145568662,17.0,324.0,19.0,0.775175644028103,1
1,66038,31891,0.506229538510084,2.0,105.0,36.0,0.0,0
2,37747,37750,3.64095690650735,8.0,99.0,12.0,0.0,1
3,36138,36293,4.7581163512038085,11.0,429.0,35.0,0.0,1
4,42287,46447,3.62801003491301,9.0,130.0,14.0,0.0,1
5,129899,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
6,153067,31891,0.0,0.0,78.0,29.0,0.0,0
7,56026,56029,4.50787060636151,9.0,120.0,13.0,0.0,1
8,54843,54851,6.43948663460892,17.0,486.0,28.0,0.0,1
9,77627,31891,0.0,0.0,9.0,6.0,0.0,0
10,50423,50424,2.986524103273,6.0,49.0,8.0,0.0,1
11,118087,31892,0.169494474237384,1.0,2574.0,104.0,0.0,0
12,180264,31892,0.239556115747019,1.0,924.0,79.0,0.0,0
13,162311,31892,0.0,0.0,2046.0,97.0,0.0,0
14,153007,31892,0.0,0.0,198.0,69.0,0.0,0
15,46811,46816,2.48533973823845,4.0,25.0,6.0,1.0,1
16,41737,41739,3.64095690650735,8.0,81.0,10.0,0.0,1
17,45484,45485,3.2316026827971602,7.0,80.0,11.0,0.7222222222222221,1
18,45484,45485,3.2316026827971602,7.0,80.0,11.0,0.7222222222222221,1
19,159710,31892,2.43440692778504,9.0,2970.0,102.0,0.0,0
20,141155,31891,0.0,0.0,39.0,16.0,0.0,0
21,38157,38161,4.15089991748027,11.0,144.0,13.0,0.0,1
22,241139,31892,0.0,0.0,792.0,78.0,0.0,0
23,56379,56383,2.8471867994306703,9.0,330.0,34.0,0.0,1
24,141162,31891,0.0,0.0,39.0,16.0,0.0,0
25,56132,56138,4.9829616658830895,15.0,368.0,24.0,0.0,1
26,53608,53609,4.28469610509728,11.0,144.0,13.0,0.0,1
27,41367,41376,2.8699952805266804,8.0,81.0,10.0,1.0,1
28,250695,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
29,201041,31892,0.0,0.0,330.0,71.0,0.0,0
30,260736,31892,0.0,0.0,330.0,71.0,0.0,0
31,204865,31892,0.169494474237384,1.0,924.0,79.0,0.0,0
32,42964,42968,5.31030969043141,11.0,264.0,23.0,0.0,1
33,57364,31892,0.294014103795206,1.0,4290.0,130.0,0.0,0
34,54151,54152,2.48533973823845,4.0,594.0,47.0,0.0,1
35,56446,56458,4.96108937090724,15.0,416.0,27.0,0.0,1
36,38006,38007,4.67845494301536,12.0,169.0,14.0,0.0,1
