,Unnamed: 0,node1,node2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,similarity,label
631,631,67057,67068,11.884756458961801,44.0,2025.0,46.0,0.0,1
776,776,269510,31891,0.23868315209103,1.0,60.0,22.0,0.0,0
2869,2869,42697,57846,3.4525936770254906,10.0,308.0,29.0,0.0,1
2227,2227,32963,32964,5.32434022085387,15.0,256.0,17.0,0.0,1
3117,3117,51132,31892,0.169494474237384,1.0,1518.0,88.0,0.0,0
2513,2513,43185,58335,4.62540497358731,15.0,11570.0,204.0,0.0,1
5233,5233,250706,31891,0.0,0.0,42.0,17.0,0.0,0
4084,4084,50636,50637,3.3448277312143304,9.0,180.0,19.0,0.0,1
264,264,213281,31892,0.0,0.0,396.0,72.0,0.0,0
3408,3408,58403,66792,6.967468661159461,23.0,5166.0,144.0,0.0,1
5336,5336,64164,64169,5.35273184279595,16.0,289.0,18.0,1.0,1
5070,5070,139826,31892,0.0,0.0,2310.0,101.0,0.0,0
4736,4736,64193,64194,4.49147876557425,11.0,144.0,13.0,1.0,1
3015,3015,54612,54621,3.7628948634038095,9.0,100.0,11.0,0.0,1
2004,2004,64652,31892,0.254334778144042,1.0,1716.0,91.0,0.0,0
402,402,56267,56268,2.4769048209399,6.0,49.0,8.0,0.0,1
161,161,65329,65330,3.2427163484992003,8.0,90.0,11.0,0.0,1
3721,3721,239188,31891,0.0,0.0,33.0,14.0,0.0,0
1997,1997,229191,31892,0.0,0.0,1452.0,88.0,0.0,0
359,359,246372,31892,0.0,0.0,396.0,72.0,0.0,0
3536,3536,40713,53702,2.16404256133344,3.0,504.0,127.0,0.0,1
3466,3466,95249,31892,0.0,0.0,1584.0,90.0,0.0,0
1950,1950,35131,60265,3.7851432571080696,11.0,540.0,46.0,0.0,1
5160,5160,54879,54881,2.7463408485747403,5.0,42.0,8.0,0.0,1
2353,2353,159711,31892,0.764321001021014,3.0,396.0,69.0,0.0,0
4555,4555,32435,60671,2.95557432190708,7.0,144.0,19.0,0.0,1
3856,3856,60809,31892,0.232338493574117,1.0,594.0,74.0,0.0,0
2544,2544,43611,56902,2.6189229778324603,6.0,231.0,34.0,0.0,1
1948,1948,129899,31891,0.0,0.0,42.0,17.0,0.0,0
1221,1221,191127,31892,0.0,0.0,1188.0,84.0,0.0,0
1095,1095,60333,60336,1.5715152404763202,3.0,16.0,5.0,1.0,1
707,707,97613,31892,0.0,0.0,1188.0,84.0,0.0,0
2707,2707,58437,58442,5.124017303043789,14.0,2625.0,176.0,0.0,1
4703,4703,43019,31892,0.169494474237384,1.0,594.0,74.0,0.0,0
4458,4458,186124,31892,0.0,0.0,594.0,75.0,0.0,0
3145,3145,42864,42870,7.25731535758832,24.0,625.0,26.0,0.0,1
